date,instrument_id,close
2021-05-28,LAB_CASH_EUR,100.7757809226
2021-05-31,LAB_CASH_EUR,100.7688432658
2021-06-01,LAB_CASH_EUR,100.7715239161
2021-06-02,LAB_CASH_EUR,100.7564045294
2021-06-03,LAB_CASH_EUR,100.7340989173
2021-06-04,LAB_CASH_EUR,100.7468889216
2021-06-07,LAB_CASH_EUR,100.7721509344
2021-06-08,LAB_CASH_EUR,100.7783253995
2021-06-09,LAB_CASH_EUR,100.7941168634
2021-06-10,LAB_CASH_EUR,100.8041675723
2021-06-11,LAB_CASH_EUR,100.8269293812
2021-06-14,LAB_CASH_EUR,100.7995530072
2021-06-15,LAB_CASH_EUR,100.8028470508
2021-06-16,LAB_CASH_EUR,100.8029860890
2021-06-17,LAB_CASH_EUR,100.8301865310
2021-06-18,LAB_CASH_EUR,100.8430695581
2021-06-21,LAB_CASH_EUR,100.8286743106
2021-06-22,LAB_CASH_EUR,100.8213444572
2021-06-23,LAB_CASH_EUR,100.8275959063
2021-06-24,LAB_CASH_EUR,100.8389020813
2021-06-25,LAB_CASH_EUR,100.8369588431
2021-06-28,LAB_CASH_EUR,100.8594082625
2021-06-29,LAB_CASH_EUR,100.8357981808
2021-06-30,LAB_CASH_EUR,100.8469167567
2021-07-01,LAB_CASH_EUR,100.8005502888
2021-07-02,LAB_CASH_EUR,100.7902693031
2021-07-05,LAB_CASH_EUR,100.8261315624
2021-07-06,LAB_CASH_EUR,100.8178920147
2021-07-07,LAB_CASH_EUR,100.8162376233
2021-07-08,LAB_CASH_EUR,100.8332846051
2021-07-09,LAB_CASH_EUR,100.8434291980
2021-07-12,LAB_CASH_EUR,100.8715564467
2021-07-13,LAB_CASH_EUR,100.8388778414
2021-07-14,LAB_CASH_EUR,100.8875653417
2021-07-15,LAB_CASH_EUR,100.8996481970
2021-07-16,LAB_CASH_EUR,100.9364502425
2021-07-19,LAB_CASH_EUR,100.9443707595
2021-07-20,LAB_CASH_EUR,100.9193948110
2021-07-21,LAB_CASH_EUR,100.9599695013
2021-07-22,LAB_CASH_EUR,101.0064200043
2021-07-23,LAB_CASH_EUR,100.9916230875
2021-07-26,LAB_CASH_EUR,100.9757056157
2021-07-27,LAB_CASH_EUR,100.9853792333
2021-07-28,LAB_CASH_EUR,100.9793747930
2021-07-29,LAB_CASH_EUR,100.9575575847
2021-07-30,LAB_CASH_EUR,100.9407463836
2021-08-02,LAB_CASH_EUR,100.9192036752
2021-08-03,LAB_CASH_EUR,100.9351998953
2021-08-04,LAB_CASH_EUR,100.9301641602
2021-08-05,LAB_CASH_EUR,100.9188794552
2021-08-06,LAB_CASH_EUR,100.9254320222
2021-08-09,LAB_CASH_EUR,100.8767597611
2021-08-10,LAB_CASH_EUR,100.8509221499
2021-08-11,LAB_CASH_EUR,100.8927174664
2021-08-12,LAB_CASH_EUR,100.8917403866
2021-08-13,LAB_CASH_EUR,100.9143027802
2021-08-16,LAB_CASH_EUR,100.9284099413
2021-08-17,LAB_CASH_EUR,100.9030936143
2021-08-18,LAB_CASH_EUR,100.9197548253
2021-08-19,LAB_CASH_EUR,100.9539255429
2021-08-20,LAB_CASH_EUR,100.9489961364
2021-08-23,LAB_CASH_EUR,100.9658382716
2021-08-24,LAB_CASH_EUR,100.9970744781
2021-08-25,LAB_CASH_EUR,101.0424401495
2021-08-26,LAB_CASH_EUR,101.0763992971
2021-08-27,LAB_CASH_EUR,101.1193205759
2021-08-30,LAB_CASH_EUR,101.1606282273
2021-08-31,LAB_CASH_EUR,101.1511390071
2021-09-01,LAB_CASH_EUR,101.1472133832
2021-09-02,LAB_CASH_EUR,101.1586680963
2021-09-03,LAB_CASH_EUR,101.2170772337
2021-09-06,LAB_CASH_EUR,101.2376028658
2021-09-07,LAB_CASH_EUR,101.1941386494
2021-09-08,LAB_CASH_EUR,101.2086830617
2021-09-09,LAB_CASH_EUR,101.1745304130
2021-09-10,LAB_CASH_EUR,101.1869599524
2021-09-13,LAB_CASH_EUR,101.2179769083
2021-09-14,LAB_CASH_EUR,101.2322366232
2021-09-15,LAB_CASH_EUR,101.2642857913
2021-09-16,LAB_CASH_EUR,101.2694190756
2021-09-17,LAB_CASH_EUR,101.2886317101
2021-09-20,LAB_CASH_EUR,101.2933348967
2021-09-21,LAB_CASH_EUR,101.3335742890
2021-09-22,LAB_CASH_EUR,101.3411214049
2021-09-23,LAB_CASH_EUR,101.3727181342
2021-09-24,LAB_CASH_EUR,101.3882413829
2021-09-27,LAB_CASH_EUR,101.4217769826
2021-09-28,LAB_CASH_EUR,101.3798653429
2021-09-29,LAB_CASH_EUR,101.3994828622
2021-09-30,LAB_CASH_EUR,101.3977342984
2021-10-01,LAB_CASH_EUR,101.4125029365
2021-10-04,LAB_CASH_EUR,101.3730829607
2021-10-05,LAB_CASH_EUR,101.3490455126
2021-10-06,LAB_CASH_EUR,101.3649701364
2021-10-07,LAB_CASH_EUR,101.3516263815
2021-10-08,LAB_CASH_EUR,101.3534798697
2021-10-11,LAB_CASH_EUR,101.3209596346
2021-10-12,LAB_CASH_EUR,101.3403239641
2021-10-13,LAB_CASH_EUR,101.3637740526
2021-10-14,LAB_CASH_EUR,101.3752233585
2021-10-15,LAB_CASH_EUR,101.3582322895
2021-10-18,LAB_CASH_EUR,101.3745317669
2021-10-19,LAB_CASH_EUR,101.3452388169
2021-10-20,LAB_CASH_EUR,101.3503323816
2021-10-21,LAB_CASH_EUR,101.3539498526
2021-10-22,LAB_CASH_EUR,101.3772896729
2021-10-25,LAB_CASH_EUR,101.4347363340
2021-10-26,LAB_CASH_EUR,101.3970440287
2021-10-27,LAB_CASH_EUR,101.4492097860
2021-10-28,LAB_CASH_EUR,101.4633062990
2021-10-29,LAB_CASH_EUR,101.4519018181
2021-11-01,LAB_CASH_EUR,101.4441886284
2021-11-02,LAB_CASH_EUR,101.4244010016
2021-11-03,LAB_CASH_EUR,101.4242145087
2021-11-04,LAB_CASH_EUR,101.4004144729
2021-11-05,LAB_CASH_EUR,101.4070383799
2021-11-08,LAB_CASH_EUR,101.3965685333
2021-11-09,LAB_CASH_EUR,101.3984570610
2021-11-10,LAB_CASH_EUR,101.3880043210
2021-11-11,LAB_CASH_EUR,101.4143902387
2021-11-12,LAB_CASH_EUR,101.4328847760
2021-11-15,LAB_CASH_EUR,101.4614199474
2021-11-16,LAB_CASH_EUR,101.5196974145
2021-11-17,LAB_CASH_EUR,101.5420366508
2021-11-18,LAB_CASH_EUR,101.5663604951
2021-11-19,LAB_CASH_EUR,101.5437027066
2021-11-22,LAB_CASH_EUR,101.5661419215
2021-11-23,LAB_CASH_EUR,101.5893231745
2021-11-24,LAB_CASH_EUR,101.5797091455
2021-11-25,LAB_CASH_EUR,101.5304335405
2021-11-26,LAB_CASH_EUR,101.5271971250
2021-11-29,LAB_CASH_EUR,101.5567419407
2021-11-30,LAB_CASH_EUR,101.5573698413
2021-12-01,LAB_CASH_EUR,101.5928737725
2021-12-02,LAB_CASH_EUR,101.5951467115
2021-12-03,LAB_CASH_EUR,101.5831470821
2021-12-06,LAB_CASH_EUR,101.6319514853
2021-12-07,LAB_CASH_EUR,101.6693980187
2021-12-08,LAB_CASH_EUR,101.6215409962
2021-12-09,LAB_CASH_EUR,101.6484236532
2021-12-10,LAB_CASH_EUR,101.6925256829
2021-12-13,LAB_CASH_EUR,101.6991005398
2021-12-14,LAB_CASH_EUR,101.6969306020
2021-12-15,LAB_CASH_EUR,101.7130265372
2021-12-16,LAB_CASH_EUR,101.7205476307
2021-12-17,LAB_CASH_EUR,101.7415084647
2021-12-20,LAB_CASH_EUR,101.7737898400
2021-12-21,LAB_CASH_EUR,101.7584559230
2021-12-22,LAB_CASH_EUR,101.7503586208
2021-12-23,LAB_CASH_EUR,101.7691076621
2021-12-24,LAB_CASH_EUR,101.7625660776
2021-12-27,LAB_CASH_EUR,101.7616442688
2021-12-28,LAB_CASH_EUR,101.7891710521
2021-12-29,LAB_CASH_EUR,101.8223353442
2021-12-30,LAB_CASH_EUR,101.7985563666
2021-12-31,LAB_CASH_EUR,101.8323586568
2022-01-03,LAB_CASH_EUR,101.8266130049
2022-01-04,LAB_CASH_EUR,101.8244189511
2022-01-05,LAB_CASH_EUR,101.8359714781
2022-01-06,LAB_CASH_EUR,101.8566421294
2022-01-07,LAB_CASH_EUR,101.8904611781
2022-01-10,LAB_CASH_EUR,101.8560181416
2022-01-11,LAB_CASH_EUR,101.8956478807
2022-01-12,LAB_CASH_EUR,101.8933912315
2022-01-13,LAB_CASH_EUR,101.9131041486
2022-01-14,LAB_CASH_EUR,101.9141931135
2022-01-17,LAB_CASH_EUR,101.9334824901
2022-01-18,LAB_CASH_EUR,101.9728444794
2022-01-19,LAB_CASH_EUR,101.9675847512
2022-01-20,LAB_CASH_EUR,101.9813250838
2022-01-21,LAB_CASH_EUR,101.9769494971
2022-01-24,LAB_CASH_EUR,101.9673127256
2022-01-25,LAB_CASH_EUR,102.0068365130
2022-01-26,LAB_CASH_EUR,101.9757376411
2022-01-27,LAB_CASH_EUR,101.9614668434
2022-01-28,LAB_CASH_EUR,101.9774016657
2022-01-31,LAB_CASH_EUR,101.9852051145
2022-02-01,LAB_CASH_EUR,101.9738608625
2022-02-02,LAB_CASH_EUR,101.9720176752
2022-02-03,LAB_CASH_EUR,101.9918687739
2022-02-04,LAB_CASH_EUR,101.9507750286
2022-02-07,LAB_CASH_EUR,101.9601060310
2022-02-08,LAB_CASH_EUR,101.9868844072
2022-02-09,LAB_CASH_EUR,102.0225425635
2022-02-10,LAB_CASH_EUR,102.0738948988
2022-02-11,LAB_CASH_EUR,102.1067146940
2022-02-14,LAB_CASH_EUR,102.1466888388
2022-02-15,LAB_CASH_EUR,102.1585421414
2022-02-16,LAB_CASH_EUR,102.1870534388
2022-02-17,LAB_CASH_EUR,102.2008761790
2022-02-18,LAB_CASH_EUR,102.2134411098
2022-02-21,LAB_CASH_EUR,102.2119105132
2022-02-22,LAB_CASH_EUR,102.2223519175
2022-02-23,LAB_CASH_EUR,102.1822344994
2022-02-24,LAB_CASH_EUR,102.2006317605
2022-02-25,LAB_CASH_EUR,102.1880429382
2022-02-28,LAB_CASH_EUR,102.1752779744
2022-03-01,LAB_CASH_EUR,102.1844277469
2022-03-02,LAB_CASH_EUR,102.2207725944
2022-03-03,LAB_CASH_EUR,102.1989491139
2022-03-04,LAB_CASH_EUR,102.2228163834
2022-03-07,LAB_CASH_EUR,102.2529844926
2022-03-08,LAB_CASH_EUR,102.2778141082
2022-03-09,LAB_CASH_EUR,102.2871964941
2022-03-10,LAB_CASH_EUR,102.2981454576
2022-03-11,LAB_CASH_EUR,102.3118517173
2022-03-14,LAB_CASH_EUR,102.2909819715
2022-03-15,LAB_CASH_EUR,102.3201136200
2022-03-16,LAB_CASH_EUR,102.3056375663
2022-03-17,LAB_CASH_EUR,102.2707189350
2022-03-18,LAB_CASH_EUR,102.2739547747
2022-03-21,LAB_CASH_EUR,102.2487841222
2022-03-22,LAB_CASH_EUR,102.2521093813
2022-03-23,LAB_CASH_EUR,102.2612411381
2022-03-24,LAB_CASH_EUR,102.3384307196
2022-03-25,LAB_CASH_EUR,102.3376202185
2022-03-28,LAB_CASH_EUR,102.3666963212
2022-03-29,LAB_CASH_EUR,102.4005870447
2022-03-30,LAB_CASH_EUR,102.4458678052
2022-03-31,LAB_CASH_EUR,102.5054285430
2022-04-01,LAB_CASH_EUR,102.5198844083
2022-04-04,LAB_CASH_EUR,102.4890966724
2022-04-05,LAB_CASH_EUR,102.4794450197
2022-04-06,LAB_CASH_EUR,102.5163663066
2022-04-07,LAB_CASH_EUR,102.5461006077
2022-04-08,LAB_CASH_EUR,102.5620095690
2022-04-11,LAB_CASH_EUR,102.5573957341
2022-04-12,LAB_CASH_EUR,102.5646815951
2022-04-13,LAB_CASH_EUR,102.5864817274
2022-04-14,LAB_CASH_EUR,102.6397565639
2022-04-15,LAB_CASH_EUR,102.6327747848
2022-04-18,LAB_CASH_EUR,102.6670460290
2022-04-19,LAB_CASH_EUR,102.7025949812
2022-04-20,LAB_CASH_EUR,102.7179199507
2022-04-21,LAB_CASH_EUR,102.7346941559
2022-04-22,LAB_CASH_EUR,102.7275138523
2022-04-25,LAB_CASH_EUR,102.7375876144
2022-04-26,LAB_CASH_EUR,102.7215357910
2022-04-27,LAB_CASH_EUR,102.7109555656
2022-04-28,LAB_CASH_EUR,102.7403257333
2022-04-29,LAB_CASH_EUR,102.7335411538
2022-05-02,LAB_CASH_EUR,102.7416148536
2022-05-03,LAB_CASH_EUR,102.7760800208
2022-05-04,LAB_CASH_EUR,102.7962958261
2022-05-05,LAB_CASH_EUR,102.8082947069
2022-05-06,LAB_CASH_EUR,102.8611069087
2022-05-09,LAB_CASH_EUR,102.8707013265
2022-05-10,LAB_CASH_EUR,102.8281462858
2022-05-11,LAB_CASH_EUR,102.8507483789
2022-05-12,LAB_CASH_EUR,102.8797689725
2022-05-13,LAB_CASH_EUR,102.8951931157
2022-05-16,LAB_CASH_EUR,102.9280609514
2022-05-17,LAB_CASH_EUR,102.9950801637
2022-05-18,LAB_CASH_EUR,102.9992637474
2022-05-19,LAB_CASH_EUR,103.0604893063
2022-05-20,LAB_CASH_EUR,103.0484923618
2022-05-23,LAB_CASH_EUR,103.0582724892
2022-05-24,LAB_CASH_EUR,103.1069149642
2022-05-25,LAB_CASH_EUR,103.1262593294
2022-05-26,LAB_CASH_EUR,103.1434431655
2022-05-27,LAB_CASH_EUR,103.1798404550
2022-05-30,LAB_CASH_EUR,103.1354510315
2022-05-31,LAB_CASH_EUR,103.1426026240
2022-06-01,LAB_CASH_EUR,103.1678316554
2022-06-02,LAB_CASH_EUR,103.1640019942
2022-06-03,LAB_CASH_EUR,103.1651424460
2022-06-06,LAB_CASH_EUR,103.1967187811
2022-06-07,LAB_CASH_EUR,103.1357585925
2022-06-08,LAB_CASH_EUR,103.1060846388
2022-06-09,LAB_CASH_EUR,103.0932759375
2022-06-10,LAB_CASH_EUR,103.0681532675
2022-06-13,LAB_CASH_EUR,103.1050555333
2022-06-14,LAB_CASH_EUR,103.1562584847
2022-06-15,LAB_CASH_EUR,103.1377495261
2022-06-16,LAB_CASH_EUR,103.1682291444
2022-06-17,LAB_CASH_EUR,103.1484954367
2022-06-20,LAB_CASH_EUR,103.1536959037
2022-06-21,LAB_CASH_EUR,103.1883361712
2022-06-22,LAB_CASH_EUR,103.2100019007
2022-06-23,LAB_CASH_EUR,103.2253905248
2022-06-24,LAB_CASH_EUR,103.2116051406
2022-06-27,LAB_CASH_EUR,103.1711989854
2022-06-28,LAB_CASH_EUR,103.1908829613
2022-06-29,LAB_CASH_EUR,103.2226490927
2022-06-30,LAB_CASH_EUR,103.2569423325
2022-07-01,LAB_CASH_EUR,103.2884516909
2022-07-04,LAB_CASH_EUR,103.3002160972
2022-07-05,LAB_CASH_EUR,103.2988055880
2022-07-06,LAB_CASH_EUR,103.2965962980
2022-07-07,LAB_CASH_EUR,103.2844556145
2022-07-08,LAB_CASH_EUR,103.2546143180
2022-07-11,LAB_CASH_EUR,103.2757579841
2022-07-12,LAB_CASH_EUR,103.2748484326
2022-07-13,LAB_CASH_EUR,103.2116046068
2022-07-14,LAB_CASH_EUR,103.2247725336
2022-07-15,LAB_CASH_EUR,103.2294741506
2022-07-18,LAB_CASH_EUR,103.2656471425
2022-07-19,LAB_CASH_EUR,103.2793622525
2022-07-20,LAB_CASH_EUR,103.2893793491
2022-07-21,LAB_CASH_EUR,103.2979851916
2022-07-22,LAB_CASH_EUR,103.3175585652
2022-07-25,LAB_CASH_EUR,103.3070646912
2022-07-26,LAB_CASH_EUR,103.3009357199
2022-07-27,LAB_CASH_EUR,103.2968832565
2022-07-28,LAB_CASH_EUR,103.2908663172
2022-07-29,LAB_CASH_EUR,103.3236028897
2022-08-01,LAB_CASH_EUR,103.3445299170
2022-08-02,LAB_CASH_EUR,103.2706764452
2022-08-03,LAB_CASH_EUR,103.2864640757
2022-08-04,LAB_CASH_EUR,103.3120318416
2022-08-05,LAB_CASH_EUR,103.3106861648
2022-08-08,LAB_CASH_EUR,103.3267024808
2022-08-09,LAB_CASH_EUR,103.2994624107
2022-08-10,LAB_CASH_EUR,103.3381732287
2022-08-11,LAB_CASH_EUR,103.3027179835
2022-08-12,LAB_CASH_EUR,103.3311871068
2022-08-15,LAB_CASH_EUR,103.3329971917
2022-08-16,LAB_CASH_EUR,103.3136643345
2022-08-17,LAB_CASH_EUR,103.3323965946
2022-08-18,LAB_CASH_EUR,103.3433094427
2022-08-19,LAB_CASH_EUR,103.3398107502
2022-08-22,LAB_CASH_EUR,103.3801897496
2022-08-23,LAB_CASH_EUR,103.3651668681
2022-08-24,LAB_CASH_EUR,103.3418192970
2022-08-25,LAB_CASH_EUR,103.3379720183
2022-08-26,LAB_CASH_EUR,103.3349222351
2022-08-29,LAB_CASH_EUR,103.3691584500
2022-08-30,LAB_CASH_EUR,103.3512461752
2022-08-31,LAB_CASH_EUR,103.3641871403
2022-09-01,LAB_CASH_EUR,103.3639172836
2022-09-02,LAB_CASH_EUR,103.3563353412
2022-09-05,LAB_CASH_EUR,103.3934099921
2022-09-06,LAB_CASH_EUR,103.4024875143
2022-09-07,LAB_CASH_EUR,103.3731351538
2022-09-08,LAB_CASH_EUR,103.3645744489
2022-09-09,LAB_CASH_EUR,103.4297078166
2022-09-12,LAB_CASH_EUR,103.4296739503
2022-09-13,LAB_CASH_EUR,103.4690607564
2022-09-14,LAB_CASH_EUR,103.4452804753
2022-09-15,LAB_CASH_EUR,103.4802541857
2022-09-16,LAB_CASH_EUR,103.4967557007
2022-09-19,LAB_CASH_EUR,103.5453498148
2022-09-20,LAB_CASH_EUR,103.5477059995
2022-09-21,LAB_CASH_EUR,103.5253168754
2022-09-22,LAB_CASH_EUR,103.5584895374
2022-09-23,LAB_CASH_EUR,103.5472865283
2022-09-26,LAB_CASH_EUR,103.5478802208
2022-09-27,LAB_CASH_EUR,103.5957740936
2022-09-28,LAB_CASH_EUR,103.5954551447
2022-09-29,LAB_CASH_EUR,103.6117743439
2022-09-30,LAB_CASH_EUR,103.6319880039
2022-10-03,LAB_CASH_EUR,103.5898931626
2022-10-04,LAB_CASH_EUR,103.5898190538
2022-10-05,LAB_CASH_EUR,103.5981928203
2022-10-06,LAB_CASH_EUR,103.5773291761
2022-10-07,LAB_CASH_EUR,103.5419300977
2022-10-10,LAB_CASH_EUR,103.5003976999
2022-10-11,LAB_CASH_EUR,103.5074820153
2022-10-12,LAB_CASH_EUR,103.5249967714
2022-10-13,LAB_CASH_EUR,103.5416088646
2022-10-14,LAB_CASH_EUR,103.5086263086
2022-10-17,LAB_CASH_EUR,103.4799111136
2022-10-18,LAB_CASH_EUR,103.4883189266
2022-10-19,LAB_CASH_EUR,103.5028513511
2022-10-20,LAB_CASH_EUR,103.5067226329
2022-10-21,LAB_CASH_EUR,103.5352269655
2022-10-24,LAB_CASH_EUR,103.5539575565
2022-10-25,LAB_CASH_EUR,103.5795499777
2022-10-26,LAB_CASH_EUR,103.5854057166
2022-10-27,LAB_CASH_EUR,103.5807582639
2022-10-28,LAB_CASH_EUR,103.5976857716
2022-10-31,LAB_CASH_EUR,103.5782828599
2022-11-01,LAB_CASH_EUR,103.5929842069
2022-11-02,LAB_CASH_EUR,103.6320400501
2022-11-03,LAB_CASH_EUR,103.6344319054
2022-11-04,LAB_CASH_EUR,103.6851966166
2022-11-07,LAB_CASH_EUR,103.6758312086
2022-11-08,LAB_CASH_EUR,103.6558937109
2022-11-09,LAB_CASH_EUR,103.6340947690
2022-11-10,LAB_CASH_EUR,103.6646692950
2022-11-11,LAB_CASH_EUR,103.6858294908
2022-11-14,LAB_CASH_EUR,103.7049465649
2022-11-15,LAB_CASH_EUR,103.6628236259
2022-11-16,LAB_CASH_EUR,103.6331866023
2022-11-17,LAB_CASH_EUR,103.6071535127
2022-11-18,LAB_CASH_EUR,103.6151678447
2022-11-21,LAB_CASH_EUR,103.6032931041
2022-11-22,LAB_CASH_EUR,103.6105864065
2022-11-23,LAB_CASH_EUR,103.6490345871
2022-11-24,LAB_CASH_EUR,103.6120814504
2022-11-25,LAB_CASH_EUR,103.6152111690
2022-11-28,LAB_CASH_EUR,103.6307223168
2022-11-29,LAB_CASH_EUR,103.6377011143
2022-11-30,LAB_CASH_EUR,103.7289151761
2022-12-01,LAB_CASH_EUR,103.7215657801
2022-12-02,LAB_CASH_EUR,103.7048144043
2022-12-05,LAB_CASH_EUR,103.7308544320
2022-12-06,LAB_CASH_EUR,103.7550956973
2022-12-07,LAB_CASH_EUR,103.8132382218
2022-12-08,LAB_CASH_EUR,103.7841591814
2022-12-09,LAB_CASH_EUR,103.7826217937
2022-12-12,LAB_CASH_EUR,103.7621126860
2022-12-13,LAB_CASH_EUR,103.8093980157
2022-12-14,LAB_CASH_EUR,103.7995227378
2022-12-15,LAB_CASH_EUR,103.8052559122
2022-12-16,LAB_CASH_EUR,103.8138267268
2022-12-19,LAB_CASH_EUR,103.8078182817
2022-12-20,LAB_CASH_EUR,103.7997536275
2022-12-21,LAB_CASH_EUR,103.8045623352
2022-12-22,LAB_CASH_EUR,103.8436746755
2022-12-23,LAB_CASH_EUR,103.8523227913
2022-12-26,LAB_CASH_EUR,103.8657020911
2022-12-27,LAB_CASH_EUR,103.8710291636
2022-12-28,LAB_CASH_EUR,103.8380036542
2022-12-29,LAB_CASH_EUR,103.8952641646
2022-12-30,LAB_CASH_EUR,103.9361002120
2023-01-02,LAB_CASH_EUR,103.9260585302
2023-01-03,LAB_CASH_EUR,103.9122924580
2023-01-04,LAB_CASH_EUR,103.8992646779
2023-01-05,LAB_CASH_EUR,103.8986330643
2023-01-06,LAB_CASH_EUR,103.9502335970
2023-01-09,LAB_CASH_EUR,103.9533549935
2023-01-10,LAB_CASH_EUR,103.9952613321
2023-01-11,LAB_CASH_EUR,103.9667414946
2023-01-12,LAB_CASH_EUR,104.0156087815
2023-01-13,LAB_CASH_EUR,103.9920371711
2023-01-16,LAB_CASH_EUR,103.9854366147
2023-01-17,LAB_CASH_EUR,103.9743232350
2023-01-18,LAB_CASH_EUR,103.9951312751
2023-01-19,LAB_CASH_EUR,103.9706745661
2023-01-20,LAB_CASH_EUR,103.9674990730
2023-01-23,LAB_CASH_EUR,103.9759685632
2023-01-24,LAB_CASH_EUR,103.9629800318
